antenna	0	Antenna3	1666.6666666666667	800.0
antenna	1	Antenna3	3333.3333333333335	800.0
antenna	2	Antenna3	1666.6666666666667	1600.0
antenna	3	Antenna3	3333.3333333333335	1600.0
antenna	4	Antenna3	1666.6666666666667	2400.0
antenna	5	Antenna3	3333.3333333333335	2400.0
antenna	6	Antenna3	2500.0	3200.0
ue	44	UE2-App2	313.98126536675585	1420.8907262645885	Controle-Drone
ue	45	UE2-App2	444.85573543194386	1733.3680551947675	Controle-Drone
ue	46	UE2-App2	43.79751264957367	2143.668273407651	Controle-Drone
ue	47	UE2-App2	368.34647958254726	2777.129452882241	Controle-Drone
ue	48	UE2-App2	2021.6321281541525	3941.407351378421	Controle-Drone
ue	49	UE2-App2	1313.4375585755306	1890.5704508877664	Controle-Drone
ue	50	UE2-App2	3754.3238912551064	1339.9873315533416	Controle-Drone
ue	51	UE2-App2	1742.4867363045921	2556.872620975223	Controle-Drone
ue	52	UE2-App2	4848.460700252123	3535.636672353437	Controle-Drone
ue	53	UE2-App2	2095.770059117438	2871.1539115012906	Controle-Drone
ue	54	UE2-App2	3395.5807062817876	1489.0663675619257	Controle-Drone
ue	55	UE2-App2	1175.5822240548273	314.4275360867599	Controle-Drone
ue	56	UE2-App2	4394.665775485212	229.57969442377725	Controle-Drone
ue	57	UE2-App2	2593.9619276572444	2150.6079736452466	Controle-Drone
ue	58	UE2-App2	731.5500290743771	2624.0709360914925	Controle-Drone
ue	59	UE2-App2	4579.200144675993	3104.7557463263242	Controle-Drone
ue	60	UE2-App2	1946.907073826137	506.7533653761987	Controle-Drone
ue	61	UE2-App2	4874.6729015207575	2068.896843128989	Controle-Drone
ue	62	UE2-App2	3148.4585085126887	3209.30430543863	Controle-Drone
ue	63	UE2-App2	1931.8445683008363	249.16100285724016	Controle-Drone
ue	64	UE2-App2	680.9429397526987	2674.1201009931324	Controle-Drone
ue	65	UE2-App2	1748.3488884133817	3484.437753841591	Controle-Drone
ue	66	UE2-App2	3701.082379594159	3921.776147614374	Controle-Drone
ue	67	UE2-App2	3344.5029374680857	1215.9193107679937	Controle-Drone
ue	68	UE2-App2	3955.754680379064	114.00387907885813	Controle-Drone
ue	69	UE2-App2	2608.43226778475	3485.707276931804	Controle-Drone
ue	70	UE2-App2	2574.080981890372	550.34862020567	Controle-Drone
ue	71	UE2-App2	2501.112430876365	2182.285506535905	Controle-Drone
ue	72	UE2-App2	1845.6337410010133	3573.8408072752586	Controle-Drone
ue	73	UE2-App2	1701.0641717403498	1087.7338021496967	Controle-Drone
ue	74	UE2-App2	2532.001132584759	813.8849330029798	Controle-Drone
ue	75	UE2-App2	1610.9640766790387	1593.2825535763477	Controle-Drone
ue	76	UE2-App2	4691.374180996688	322.36689010672296	Controle-Drone
ue	77	UE2-App2	986.2772496651851	798.7978787101983	Controle-Drone
ue	78	UE2-App2	4976.329803276344	3563.343997870564	Controle-Drone
ue	79	UE2-App2	971.622309930479	2258.933335807034	Controle-Drone
ue	80	UE3-App3	426.41504701904404	1268.7957827588907	Detection-Automobile
ue	81	UE3-App3	1706.3800833755656	2151.190309269257	Detection-Automobile
ue	82	UE3-App3	4646.942233075638	3236.2687045327543	Detection-Automobile
ue	83	UE3-App3	2671.382885583449	3144.5341367771452	Detection-Automobile
ue	84	UE3-App3	2420.311229727733	2922.51075188835	Detection-Automobile
ue	85	UE3-App3	3884.9952579222227	1028.150100457215	Detection-Automobile
ue	86	UE3-App3	4164.052444892378	2312.198749503043	Detection-Automobile
ue	87	UE3-App3	2431.113671617718	1583.8574485635652	Detection-Automobile
ue	88	UE3-App3	1121.524885683214	2005.5289549969953	Detection-Automobile
ue	89	UE3-App3	631.4050412561346	2539.4962329628806	Detection-Automobile
ue	90	UE3-App3	4491.44298712276	3162.3135918765365	Detection-Automobile
ue	91	UE3-App3	3046.1797699763342	1978.4032096582264	Detection-Automobile
ue	92	UE3-App3	3479.215088103224	490.142967361117	Detection-Automobile
ue	93	UE3-App3	263.1244195615339	3446.726644475648	Detection-Automobile
ue	94	UE3-App3	1809.8435329605554	2676.1202258270087	Detection-Automobile
ue	95	UE3-App3	2104.387586043906	1435.3235561189108	Detection-Automobile
ue	96	UE3-App3	3851.6595508216706	1372.7900968941321	Detection-Automobile
ue	97	UE3-App3	3768.8160830375396	3282.092027412761	Detection-Automobile
ue	98	UE3-App3	904.1995906121285	3908.9445419799326	Detection-Automobile
ue	99	UE3-App3	313.14850663606495	1659.4946940687666	Detection-Automobile
ue	100	UE3-App3	2502.8735135877923	3317.6015832631724	Detection-Automobile
ue	101	UE3-App3	875.2185120493255	2236.5628438758913	Detection-Automobile
ue	102	UE3-App3	1843.2174364755076	3686.8096942774955	Detection-Automobile
ue	103	UE3-App3	612.5116262223956	1062.398852391656	Detection-Automobile
ue	104	UE3-App3	4099.193131287783	1289.6138163700057	Detection-Automobile
ue	105	UE3-App3	4721.161040861494	207.36406677432208	Detection-Automobile
ue	106	UE3-App3	1942.7023576071267	430.75614989345405	Detection-Automobile
ue	107	UE3-App3	2868.0780799628074	3852.5351893950983	Detection-Automobile
ue	108	UE3-App3	1624.1509772696986	2587.6965125892025	Detection-Automobile
ue	109	UE3-App3	1330.305684480127	1757.4474263601244	Detection-Automobile
ue	110	UE3-App3	2858.0340086215942	994.4048229843702	Detection-Automobile
ue	111	UE3-App3	3452.6508817298372	2004.4822507221945	Detection-Automobile
ue	112	UE3-App3	4527.410515622861	1100.8100684462192	Detection-Automobile
ue	113	UE3-App3	4774.318296855645	729.6411318200386	Detection-Automobile
ue	114	UE3-App3	100.54120641329692	2641.1584358240393	Detection-Automobile
ue	115	UE3-App3	3669.078830251955	1909.8096998549074	Detection-Automobile
ue	116	UE3-App3	214.75759089044797	3992.538784348275	Detection-Automobile
ue	117	UE3-App3	708.617237224275	3481.9985558819317	Detection-Automobile
ue	118	UE3-App3	4457.771613842175	884.2071681705428	Detection-Automobile
ue	119	UE3-App3	4319.831147467618	1854.1618764472075	Detection-Automobile
ue	120	UE3-App3	4498.013051980246	3550.206115528662	Detection-Automobile
ue	121	UE3-App3	3871.7129305835238	1155.5522569886575	Detection-Automobile
ue	122	UE3-App3	2900.9440308859585	3925.2729125897417	Detection-Automobile
ue	123	UE3-App3	1603.7962066940347	1546.6169965943748	Detection-Automobile
ue	124	UE3-App3	3440.2585536594684	251.4799416100754	Detection-Automobile
ue	125	UE3-App3	1267.5563878430212	672.9134797805931	Detection-Automobile
ue	126	UE3-App3	2080.867494119486	1700.480926965043	Detection-Automobile
ue	127	UE3-App3	3035.6856791216032	1987.741945351702	Detection-Automobile
ue	128	UE3-App3	824.6829265803528	187.43766420729227	Detection-Automobile
ue	129	UE3-App3	2624.3362190237376	3055.662882072888	Detection-Automobile
ue	130	UE3-App3	4634.5426126616185	3358.7136578264426	Detection-Automobile
ue	131	UE3-App3	1514.4612672455135	3462.8272990671776	Detection-Automobile
ue	132	UE3-App3	2337.4903322566906	1130.5056694203165	Detection-Automobile
ue	133	UE3-App3	461.7014818566787	1771.406950986627	Detection-Automobile
ue	134	UE3-App3	2725.2618375380275	1117.9181786678048	Detection-Automobile
ue	135	UE3-App3	977.2988242433378	3763.620981839381	Detection-Automobile
ue	136	UE3-App3	339.80681978020414	3757.62963446334	Detection-Automobile
ue	137	UE3-App3	2032.6583750027771	3166.27964230459	Detection-Automobile
ue	138	UE3-App3	555.629296851898	2280.4605538264223	Detection-Automobile
ue	139	UE3-App3	3808.719425363752	1744.6109003845497	Detection-Automobile
ue	140	UE3-App3	1782.9747453934315	1973.3820226647517	Detection-Automobile
ue	141	UE3-App3	973.1051132688144	847.3085845321356	Detection-Automobile
ue	142	UE3-App3	1207.316326387342	151.18907344841824	Detection-Automobile
ue	143	UE3-App3	4550.210627896084	294.68624594210905	Detection-Automobile
ue	144	UE3-App3	4635.7634625232795	44.81357983857571	Detection-Automobile
ue	145	UE3-App3	3281.4110358005355	2188.1635968667983	Detection-Automobile
ue	146	UE3-App3	210.16665885922285	3765.925624839065	Detection-Automobile
ue	147	UE3-App3	3654.1155351095144	3516.645656136675	Detection-Automobile
ue	148	UE3-App3	2178.8835332649046	1166.2412930260966	Detection-Automobile
ue	149	UE3-App3	930.4538326086027	451.76525342396883	Detection-Automobile
ue	150	UE3-App3	3355.0783066340155	3287.3653719494596	Detection-Automobile
ue	151	UE3-App3	1060.8435396549137	104.83920265663754	Detection-Automobile
ue	152	UE3-App3	1808.3025332212321	612.3458229013975	Detection-Automobile
ue	153	UE3-App3	1125.4449536802429	888.9766988583107	Detection-Automobile
ue	154	UE3-App3	3312.444639439548	1738.9782356865944	Detection-Automobile
ue	155	UE3-App3	2802.866858144117	1560.9572043210073	Detection-Automobile
ue	156	UE3-App3	4918.370516477266	1988.2365758187575	Detection-Automobile
ue	157	UE3-App3	213.93043704809395	557.7513984002677	Detection-Automobile
ue	158	UE3-App3	3656.373050277007	3650.597061039901	Detection-Automobile
ue	159	UE3-App3	630.7680141173305	1840.9574573335096	Detection-Automobile
ue	160	UE3-App3	4310.892176345478	2207.649043320298	Detection-Automobile
ue	161	UE3-App3	88.09541564964742	2083.968168859716	Detection-Automobile
ue	162	UE3-App3	1444.4941527366775	854.2804180901819	Detection-Automobile
ue	163	UE3-App3	4683.151709058359	423.80205788889293	Detection-Automobile
ue	164	UE3-App3	4148.672719598295	3012.2859690363116	Detection-Automobile
ue	165	UE3-App3	2964.523052204484	1300.1320819020991	Detection-Automobile
ue	166	UE3-App3	414.76959262617805	2675.311871592689	Detection-Automobile
ue	167	UE3-App3	4796.169508613892	720.0068198497598	Detection-Automobile
ue	168	UE3-App3	631.6087093188403	1901.1814805578385	Detection-Automobile
ue	169	UE3-App3	4256.93478292975	22.25587495491951	Detection-Automobile
ue	170	UE3-App3	3944.3796592303547	346.14014010704744	Detection-Automobile
ue	171	UE3-App3	162.42320970414974	586.4903323059729	Detection-Automobile
ue	172	UE3-App3	2288.5739132806398	3747.903182238961	Detection-Automobile
ue	173	UE3-App3	3306.86685302797	239.4422528030179	Detection-Automobile
ue	174	UE3-App3	759.3356282324949	1845.8770307160278	Detection-Automobile
ue	175	UE3-App3	452.3464682438549	2673.7300867339422	Detection-Automobile
ue	176	UE3-App3	1795.3056452045757	3824.3516274039566	Detection-Automobile
ue	177	UE3-App3	4098.682965461459	3267.812008055504	Detection-Automobile
ue	178	UE3-App3	1176.43004380234	1725.772104214787	Detection-Automobile
ue	179	UE3-App3	3358.2584537184953	358.5228692921648	Detection-Automobile
ue	180	UE3-App3	48.6978035579379	1310.2003629874328	Detection-Automobile
ue	181	UE3-App3	2004.1571695985574	3147.782413239641	Detection-Automobile
ue	182	UE3-App3	4073.4463353851	232.76258500006634	Detection-Automobile
ue	183	UE3-App3	323.95014478661614	3699.1857079823053	Detection-Automobile
ue	184	UE3-App3	1441.0518115098137	501.33254665721347	Detection-Automobile
ue	185	UE3-App3	3963.3259443791335	3140.1670721149508	Detection-Automobile
ue	186	UE3-App3	3023.863260458449	3069.9152561471947	Detection-Automobile
ue	187	UE3-App3	4298.1291849849595	3412.6888364031547	Detection-Automobile
ue	188	UE3-App3	1317.0496210746146	1684.0672578369151	Detection-Automobile
ue	189	UE3-App3	4922.241237121434	1471.6117183124509	Detection-Automobile
ue	190	UE3-App3	3130.8170496383673	3386.1660634506343	Detection-Automobile
ue	191	UE3-App3	4384.1765028169475	2411.0124414043585	Detection-Automobile
ue	192	UE3-App3	1749.9266379479639	2761.2375894915735	Detection-Automobile
ue	193	UE3-App3	17.429408569339312	1402.8189685340478	Detection-Automobile
ue	194	UE3-App3	3794.4991991184015	2586.7695598248065	Detection-Automobile
ue	195	UE3-App3	400.3447491469492	2878.7576913198013	Detection-Automobile
ue	196	UE3-App3	3050.4371991371486	1779.4280953822142	Detection-Automobile
ue	197	UE3-App3	523.9864422114703	2385.722991222831	Detection-Automobile
ue	198	UE3-App3	3728.1363519259125	795.7031044728169	Detection-Automobile
ue	199	UE3-App3	3174.89285423769	283.3633242884858	Detection-Automobile
ue	200	UE3-App3	1027.5073403922156	1433.710408449604	Detection-Automobile
ue	201	UE3-App3	3890.3249500382612	1133.9150109610096	Detection-Automobile
ue	202	UE3-App3	4451.690161888119	3932.4085916367376	Detection-Automobile
ue	203	UE3-App3	817.6151248370074	107.83258949366505	Detection-Automobile
ue	204	UE3-App3	3643.8747543659615	3057.7256757102045	Detection-Automobile
ue	205	UE3-App3	4504.710295187548	2690.19136965469	Detection-Automobile
ue	206	UE3-App3	3900.7187669886976	1462.714874646262	Detection-Automobile
ue	207	UE3-App3	504.9658006040559	3999.6534473380734	Detection-Automobile
ue	208	UE3-App3	3023.8617038493803	1082.5309081591756	Detection-Automobile
ue	209	UE3-App3	4463.922699283824	295.29492411076956	Detection-Automobile
ue	210	UE3-App3	284.84837174726965	1020.1494219991985	Detection-Automobile
ue	211	UE3-App3	651.3257953979585	1643.579963437996	Detection-Automobile
ue	212	UE3-App3	3105.7702698830853	2078.15862887271	Detection-Automobile
ue	213	UE3-App3	2769.029352535002	478.3926736359094	Detection-Automobile
ue	214	UE3-App3	2675.138567482276	3900.6695261339282	Detection-Automobile
ue	215	UE3-App3	1649.6169238254927	3197.1904319468704	Detection-Automobile
ue	216	UE3-App3	3190.2919935386535	3048.4758896132594	Detection-Automobile
ue	217	UE3-App3	3290.0794301536107	1758.5916803555833	Detection-Automobile
ue	218	UE3-App3	1175.6503184717026	375.18249796619574	Detection-Automobile
ue	219	UE3-App3	567.1132825089189	404.60392363554223	Detection-Automobile
ue	220	UE3-App3	3836.982346827365	3349.415935506234	Detection-Automobile
ue	221	UE3-App3	4088.266668415034	3539.3038529359137	Detection-Automobile
ue	222	UE3-App3	1794.4838058050198	2696.6784288883146	Detection-Automobile
ue	223	UE3-App3	4101.579495803451	530.0846524780914	Detection-Automobile
ue	224	UE3-App3	2.7416500701157513	839.4137260071154	Detection-Automobile
ue	225	UE3-App3	4578.903473961056	3230.882521140686	Detection-Automobile
ue	226	UE3-App3	649.0820753716372	3388.849081734852	Detection-Automobile
ue	227	UE3-App3	874.0840408884061	1067.4608795031083	Detection-Automobile
ue	228	UE3-App3	841.5720102800701	3535.8746865104135	Detection-Automobile
ue	229	UE3-App3	4140.509872925085	260.6092095744237	Detection-Automobile
ue	230	UE3-App3	120.11300983248353	3165.1435972248055	Detection-Automobile
ue	231	UE3-App3	1969.0496776946227	2274.1227263747705	Detection-Automobile
ue	232	UE3-App3	3190.910782345338	2174.8457266877313	Detection-Automobile
ue	233	UE3-App3	940.7889827211227	1242.019555377309	Detection-Automobile
ue	234	UE3-App3	2987.6346704622297	3137.360984441509	Detection-Automobile
ue	235	UE3-App3	1691.7522462407894	91.62073509889775	Detection-Automobile
ue	236	UE3-App3	727.1872976963349	1140.2551280782532	Detection-Automobile
ue	237	UE3-App3	4805.905872707226	1708.4765050162162	Detection-Automobile
ue	238	UE3-App3	2487.9724937587152	1691.4655953167628	Detection-Automobile
ue	239	UE3-App3	4330.641221649872	3202.739702102519	Detection-Automobile
ue	240	UE3-App3	770.6327719509609	2664.626710760034	Detection-Automobile
ue	241	UE3-App3	2749.8484793280127	3590.158065924997	Detection-Automobile
ue	242	UE3-App3	314.5921257468271	2313.583469088359	Detection-Automobile
ue	243	UE3-App3	949.9078809037268	2277.806703311537	Detection-Automobile
ue	244	UE3-App3	4086.0552544445472	1736.6741482082982	Detection-Automobile
ue	245	UE3-App3	2674.458793950698	1461.1451583605162	Detection-Automobile
ue	246	UE3-App3	4724.228965549448	3449.77790021548	Detection-Automobile
ue	247	UE3-App3	449.36457143837515	171.88419496833743	Detection-Automobile
ue	248	UE3-App3	2675.131111123874	1246.5239557141385	Detection-Automobile
ue	249	UE3-App3	157.14519798722708	2701.1541804262074	Detection-Automobile
ue	250	UE3-App3	781.7702306114099	2575.6510144008626	Detection-Automobile
ue	251	UE3-App3	493.9593165810547	2855.9885357096177	Detection-Automobile
ue	252	UE3-App3	4187.4138572476895	3188.8917834031527	Detection-Automobile
ue	253	UE3-App3	4414.878467030954	2461.444048717339	Detection-Automobile
ue	254	UE3-App3	1669.4600857338196	730.5791792500379	Detection-Automobile
ue	255	UE3-App3	3289.6048894309733	3897.069039703241	Detection-Automobile
ue	256	UE3-App3	3290.723194404663	416.6267251309404	Detection-Automobile
ue	257	UE3-App3	218.4825363587326	609.7941957592932	Detection-Automobile
ue	258	UE3-App3	4014.668563754754	544.6184537294937	Detection-Automobile
ue	259	UE3-App3	3529.919113099296	2335.3338845189573	Detection-Automobile
ue	260	UE3-App3	1824.589437842541	1683.7855988477115	Detection-Automobile
ue	261	UE3-App3	1316.7055985188279	1644.4867033772705	Detection-Automobile
ue	262	UE3-App3	920.9590069503898	2117.030271588419	Detection-Automobile
ue	263	UE3-App3	3304.4284126967045	2199.421650606431	Detection-Automobile
ue	264	UE3-App3	4956.645133387154	3700.2296533323342	Detection-Automobile
ue	265	UE3-App3	4451.514774077774	2416.025053763915	Detection-Automobile
ue	266	UE3-App3	720.9854908079109	3035.807575335103	Detection-Automobile
ue	267	UE3-App3	4717.738827508928	2402.8864208193363	Detection-Automobile
ue	268	UE3-App3	2270.77749532355	2621.32946446477	Detection-Automobile
ue	269	UE3-App3	3134.9781737173626	3310.883364858914	Detection-Automobile
ue	270	UE3-App3	2397.5238860266277	1487.2828354369044	Detection-Automobile
ue	271	UE3-App3	4040.1998784900466	1862.1306301990544	Detection-Automobile
ue	272	UE3-App3	3239.8042309876846	1137.5822585311257	Detection-Automobile
ue	273	UE3-App3	2692.9871708915052	2251.134104034376	Detection-Automobile
ue	274	UE3-App3	2932.918497604324	3144.5998663159403	Detection-Automobile
ue	275	UE3-App3	1693.784514764032	677.5613321264751	Detection-Automobile
ue	276	UE3-App3	1875.0951853907509	2344.1245573849856	Detection-Automobile
ue	277	UE3-App3	2454.657768378634	1490.4344612410855	Detection-Automobile
ue	278	UE3-App3	2107.4535701485497	709.6319322080043	Detection-Automobile
ue	279	UE3-App3	524.5008854681395	2629.57419328815	Detection-Automobile
ue	280	UE3-App3	365.1140840158797	2295.6975306301897	Detection-Automobile
ue	281	UE3-App3	4876.530585429396	2026.4146165165473	Detection-Automobile
ue	282	UE3-App3	3564.363910027355	3054.3893360270913	Detection-Automobile
ue	283	UE3-App3	2441.0674663540376	2103.204912104155	Detection-Automobile
ue	284	UE3-App3	1159.4143506670473	2508.9174816089117	Detection-Automobile
ue	285	UE3-App3	2626.5565072831077	1341.6566756881655	Detection-Automobile
ue	286	UE3-App3	4688.947569161668	2526.886025368062	Detection-Automobile
ue	287	UE3-App3	2081.8760424131638	3610.649520854473	Detection-Automobile
ue	288	UE3-App3	3817.380221942922	3880.3733593032293	Detection-Automobile
ue	289	UE3-App3	1689.875361597458	1924.0726432773874	Detection-Automobile
ue	290	UE3-App3	1177.154665898297	2915.4545907402708	Detection-Automobile
ue	291	UE3-App3	4203.31675816055	2763.730248552382	Detection-Automobile
ue	292	UE3-App3	3556.1687810065687	575.7025969228929	Detection-Automobile
ue	293	UE3-App3	4666.53859823614	562.0723005125925	Detection-Automobile
ue	294	UE3-App3	4036.378081504904	669.7949902874553	Detection-Automobile
ue	295	UE3-App3	3429.7738661293483	2977.6652729228163	Detection-Automobile
ue	296	UE3-App3	894.9605354233529	2233.0920244916892	Detection-Automobile
ue	297	UE3-App3	1245.8747009608721	3811.301081511761	Detection-Automobile
ue	298	UE3-App3	914.0536344649798	3931.8436791161353	Detection-Automobile
ue	299	UE3-App3	2501.166569518795	21.95862069665069	Detection-Automobile
ue	300	UE3-App3	779.6768656535145	1401.3781028584726	Detection-Automobile
ue	301	UE3-App3	3383.8234850104054	2554.2000746848194	Detection-Automobile
ue	302	UE3-App3	1124.792139696894	1708.080845045977	Detection-Automobile
ue	303	UE3-App3	4243.432115186007	1890.0525374549682	Detection-Automobile
ue	304	UE3-App3	1593.581913913465	2551.838920199049	Detection-Automobile
ue	305	UE3-App3	4324.086752681251	2789.1584605940575	Detection-Automobile
ue	306	UE3-App3	4901.514208862493	1774.1994709067508	Detection-Automobile
ue	307	UE3-App3	73.32460171840916	152.98545004470276	Detection-Automobile
ue	308	UE3-App3	4859.125942580885	1461.1850610147608	Detection-Automobile
ue	309	UE3-App3	3891.7795621479745	3882.5313551782733	Detection-Automobile
ue	310	UE3-App3	2741.6803829895616	2693.7862925671648	Detection-Automobile
ue	311	UE3-App3	2810.8373584080296	2918.2324576884935	Detection-Automobile
ue	312	UE3-App3	4111.063554304777	2781.056080484917	Detection-Automobile
ue	313	UE3-App3	3328.2014887375985	131.612410734834	Detection-Automobile
ue	314	UE3-App3	634.2266838640381	1795.6911596367463	Detection-Automobile
ue	315	UE3-App3	4078.6537567762794	3346.025072933101	Detection-Automobile
ue	316	UE3-App3	2143.4078708078355	3351.8703365174715	Detection-Automobile
ue	317	UE3-App3	1741.596678833311	2596.459347774259	Detection-Automobile
ue	318	UE3-App3	626.0472329971986	3817.9776141474777	Detection-Automobile
ue	319	UE3-App3	1782.946118186553	1243.7307154677244	Detection-Automobile
ue	320	UE3-App3	358.3945989654911	824.1013236667965	Detection-Automobile
ue	321	UE3-App3	235.49375992556202	2234.0654005409992	Detection-Automobile
ue	322	UE3-App3	4883.891753598721	41.20024214820295	Detection-Automobile
ue	323	UE3-App3	2430.8531834374735	1682.3187285986521	Detection-Automobile
ue	324	UE3-App3	3521.6705802029837	257.3940725138719	Detection-Automobile
ue	325	UE3-App3	942.9905356546573	1397.011492828366	Detection-Automobile
ue	326	UE3-App3	1646.1194049284934	1659.3833912067314	Detection-Automobile
ue	327	UE3-App3	2442.023973663941	1584.2803319089628	Detection-Automobile
ue	328	UE3-App3	1796.0145032691278	3752.9861925757505	Detection-Automobile
ue	329	UE3-App3	513.4591440527961	1029.381176169689	Detection-Automobile
ue	330	UE3-App3	3462.3880596319586	1473.386980328503	Detection-Automobile
ue	331	UE3-App3	950.9162524262883	3462.2681443432803	Detection-Automobile
ue	332	UE3-App3	2111.8334548902953	2581.581687487189	Detection-Automobile
ue	333	UE3-App3	4607.365198888163	3716.441213748112	Detection-Automobile
ue	334	UE3-App3	2184.4173601842003	1790.061940385486	Detection-Automobile
ue	335	UE3-App3	202.83785219226635	207.14231867774012	Detection-Automobile
ue	336	UE3-App3	4680.96984259281	3786.8207464180537	Detection-Automobile
ue	337	UE3-App3	1963.5016364585047	3332.9958164673903	Detection-Automobile
ue	338	UE3-App3	3658.2184362510247	1471.7540775712575	Detection-Automobile
ue	339	UE3-App3	316.47439485966606	2423.157304775209	Detection-Automobile
ue	340	UE3-App3	606.3443424089878	1778.1268201988357	Detection-Automobile
ue	341	UE3-App3	2500.9361562164863	132.84605669298975	Detection-Automobile
ue	342	UE3-App3	1023.8921135928407	1148.7260614782226	Detection-Automobile
ue	343	UE3-App3	3514.9371904210866	607.6754425976137	Detection-Automobile
ue	344	UE3-App3	3025.2424810526622	1443.433958875666	Detection-Automobile
ue	345	UE3-App3	2672.43110739256	3462.8048980370454	Detection-Automobile
ue	346	UE3-App3	3078.5539083039016	3353.6648262717963	Detection-Automobile
ue	347	UE3-App3	1040.7408957447676	963.6507872586596	Detection-Automobile
ue	348	UE3-App3	2379.8557059690906	887.327592577063	Detection-Automobile
ue	349	UE3-App3	1561.4639261151608	3106.4669351464427	Detection-Automobile
ue	350	UE3-App3	985.2316937765866	1929.7516832709239	Detection-Automobile
ue	351	UE3-App3	1654.7639544284025	2506.1441943441328	Detection-Automobile
ue	352	UE3-App3	2316.7464247767725	3640.164778861597	Detection-Automobile
ue	353	UE3-App3	2182.352277514831	3654.100794549597	Detection-Automobile
ue	354	UE3-App3	397.5445344587204	1575.2194072792604	Detection-Automobile
ue	355	UE3-App3	2330.4729448438216	395.076595477556	Detection-Automobile
ue	356	UE3-App3	4357.852742154134	3377.4445355466496	Detection-Automobile
ue	357	UE3-App3	1914.462530356505	2255.640000821353	Detection-Automobile
ue	358	UE3-App3	2652.431356299339	933.3604587328573	Detection-Automobile
ue	359	UE3-App3	287.7513287283641	2784.954562928926	Detection-Automobile
ue	360	UE3-App3	3949.9300031860002	1777.1388903382528	Detection-Automobile
ue	361	UE3-App3	3047.960933262707	2429.983281590186	Detection-Automobile
